var1.pred,long,lat
0.46020986,-91.29014,38.50432
0.639182985,-91.009,38.50432
0.46020986,-90.72786,38.50432
0.3269778,-90.44672,38.50432
0.307201623,-90.16558,38.50432
0.307201623,-89.88444,38.50432
0.307201623,-89.6033,38.50432
0.307201623,-89.32216,38.50432
0.307201623,-89.04102,38.50432
0.307201623,-88.75988,38.50432
0.307201623,-88.47874,38.50432
0.307201623,-88.1976,38.50432
0.307201623,-87.91646,38.50432
0.307201623,-87.63532,38.50432
0.307201623,-87.35418,38.50432
0.307201623,-87.07304,38.50432
0.307201623,-86.7919,38.50432
0.307201623,-86.51076,38.50432
0.307201623,-86.22962,38.50432
0.307201623,-85.94848,38.50432
0.307201623,-85.66734,38.50432
0.307201623,-85.3862,38.50432
0.307201623,-85.10506,38.50432
0.307201623,-84.82392,38.50432
0.307201623,-84.54278,38.50432
0.307201623,-84.26164,38.50432
0.307201623,-83.9805,38.50432
0.307201623,-83.69936,38.50432
0.307201623,-83.41822,38.50432
0.307201623,-83.13708,38.50432
0.307201623,-82.85594,38.50432
0.307201623,-82.5748,38.50432
0.307201623,-82.29366,38.50432
0.307201623,-82.01252,38.50432
0.307201623,-81.73138,38.50432
0.307201623,-81.45024,38.50432
0.307201623,-81.1691,38.50432
0.307201623,-80.88796,38.50432
0.307201623,-80.60682,38.50432
0.307201623,-80.32568,38.50432
0.307201623,-80.04454,38.50432
0.307201623,-79.7634,38.50432
0.307201623,-79.48226,38.50432
0.307201623,-79.20112,38.50432
0.307201623,-78.91998,38.50432
0.307201623,-78.63884,38.50432
0.307201623,-78.3577,38.50432
0.307201623,-78.07656,38.50432
0.307201623,-77.79542,38.50432
0.316438605,-77.51428,38.50432
0.353019958,-77.23314,38.50432
0.161332859,-76.952,38.50432
0.100382077,-76.67086,38.50432
0.461419028,-91.29014,38.537
1,-91.009,38.537
0.461419028,-90.72786,38.537
0.327237396,-90.44672,38.537
0.307201623,-90.16558,38.537
0.307201623,-89.88444,38.537
0.307201623,-89.6033,38.537
0.307201623,-89.32216,38.537
0.307201623,-89.04102,38.537
0.307201623,-88.75988,38.537
0.307201623,-88.47874,38.537
0.307201623,-88.1976,38.537
0.307201623,-87.91646,38.537
0.307201623,-87.63532,38.537
0.307201623,-87.35418,38.537
0.307201623,-87.07304,38.537
0.307201623,-86.7919,38.537
0.307201623,-86.51076,38.537
0.307201623,-86.22962,38.537
0.307201623,-85.94848,38.537
0.307201623,-85.66734,38.537
0.307201623,-85.3862,38.537
0.307201623,-85.10506,38.537
0.307201623,-84.82392,38.537
0.307201623,-84.54278,38.537
0.307201623,-84.26164,38.537
0.307201623,-83.9805,38.537
0.307201623,-83.69936,38.537
0.307201623,-83.41822,38.537
0.307201623,-83.13708,38.537
0.307201623,-82.85594,38.537
0.307201623,-82.5748,38.537
0.307201623,-82.29366,38.537
0.307201623,-82.01252,38.537
0.307201623,-81.73138,38.537
0.307201623,-81.45024,38.537
0.307201623,-81.1691,38.537
0.307201623,-80.88796,38.537
0.307201623,-80.60682,38.537
0.307201623,-80.32568,38.537
0.307201623,-80.04454,38.537
0.307201623,-79.7634,38.537
0.307201623,-79.48226,38.537
0.307201623,-79.20112,38.537
0.307201623,-78.91998,38.537
0.307201623,-78.63884,38.537
0.307201623,-78.3577,38.537
0.307201623,-78.07656,38.537
0.307201623,-77.79542,38.537
0.335749669,-77.51428,38.537
0.375398329,-77.23314,38.537
0.15498453,-76.952,38.537
0.083385965,-76.67086,38.537
0.46020986,-91.29014,38.56968
0.639182985,-91.009,38.56968
0.46020986,-90.72786,38.56968
0.3269778,-90.44672,38.56968
0.307201623,-90.16558,38.56968
0.307201623,-89.88444,38.56968
0.307201623,-89.6033,38.56968
0.307201623,-89.32216,38.56968
0.307201623,-89.04102,38.56968
0.307201623,-88.75988,38.56968
0.307201623,-88.47874,38.56968
0.307201623,-88.1976,38.56968
0.307201623,-87.91646,38.56968
0.307201623,-87.63532,38.56968
0.307201623,-87.35418,38.56968
0.307201623,-87.07304,38.56968
0.307201623,-86.7919,38.56968
0.307201623,-86.51076,38.56968
0.307201623,-86.22962,38.56968
0.307201623,-85.94848,38.56968
0.307201623,-85.66734,38.56968
0.307201623,-85.3862,38.56968
0.307201623,-85.10506,38.56968
0.307201623,-84.82392,38.56968
0.307201623,-84.54278,38.56968
0.307201623,-84.26164,38.56968
0.307201623,-83.9805,38.56968
0.307201623,-83.69936,38.56968
0.307201623,-83.41822,38.56968
0.307201623,-83.13708,38.56968
0.307201623,-82.85594,38.56968
0.307201623,-82.5748,38.56968
0.307201623,-82.29366,38.56968
0.307201623,-82.01252,38.56968
0.307201623,-81.73138,38.56968
0.307201623,-81.45024,38.56968
0.307201623,-81.1691,38.56968
0.307201623,-80.88796,38.56968
0.307201623,-80.60682,38.56968
0.307201623,-80.32568,38.56968
0.307201623,-80.04454,38.56968
0.307201623,-79.7634,38.56968
0.307201623,-79.48226,38.56968
0.307201623,-79.20112,38.56968
0.307201623,-78.91998,38.56968
0.307201623,-78.63884,38.56968
0.307201623,-78.3577,38.56968
0.307201623,-78.07656,38.56968
0.307201623,-77.79542,38.56968
0.35511532,-77.51428,38.56968
0.40081609,-77.23314,38.56968
0.148679388,-76.952,38.56968
0.067134177,-76.67086,38.56968
0.456648325,-91.29014,38.60236
0.614429022,-91.009,38.60236
0.456648325,-90.72786,38.60236
0.32621095,-90.44672,38.60236
0.307201623,-90.16558,38.60236
0.307201623,-89.88444,38.60236
0.307201623,-89.6033,38.60236
0.307201623,-89.32216,38.60236
0.307201623,-89.04102,38.60236
0.307201623,-88.75988,38.60236
0.307201623,-88.47874,38.60236
0.307201623,-88.1976,38.60236
0.307201623,-87.91646,38.60236
0.307201623,-87.63532,38.60236
0.307201623,-87.35418,38.60236
0.307201623,-87.07304,38.60236
0.307201623,-86.7919,38.60236
0.307201623,-86.51076,38.60236
0.307201623,-86.22962,38.60236
0.307201623,-85.94848,38.60236
0.307201623,-85.66734,38.60236
0.307201623,-85.3862,38.60236
0.307201623,-85.10506,38.60236
0.307201623,-84.82392,38.60236
0.307201623,-84.54278,38.60236
0.307201623,-84.26164,38.60236
0.307201623,-83.9805,38.60236
0.307201623,-83.69936,38.60236
0.307201623,-83.41822,38.60236
0.307201623,-83.13708,38.60236
0.307201623,-82.85594,38.60236
0.307201623,-82.5748,38.60236
0.307201623,-82.29366,38.60236
0.307201623,-82.01252,38.60236
0.307201623,-81.73138,38.60236
0.307201623,-81.45024,38.60236
0.307201623,-81.1691,38.60236
0.307201623,-80.88796,38.60236
0.307201623,-80.60682,38.60236
0.307201623,-80.32568,38.60236
0.307201623,-80.04454,38.60236
0.307201623,-79.7634,38.60236
0.307201623,-79.48226,38.60236
0.307201623,-79.20112,38.60236
0.307201623,-78.91998,38.60236
0.307201623,-78.63884,38.60236
0.307201623,-78.3577,38.60236
0.307201623,-78.07656,38.60236
0.307201623,-77.79542,38.60236
0.374315831,-77.51428,38.60236
0.429664245,-77.23314,38.60236
0.142330599,-76.952,38.60236
0.051853674,-76.67086,38.60236
0.450921146,-91.29014,38.63504
0.58989006,-91.009,38.63504
0.450921146,-90.72786,38.63504
0.324972224,-90.44672,38.63504
0.307201623,-90.16558,38.63504
0.307201623,-89.88444,38.63504
0.307201623,-89.6033,38.63504
0.307201623,-89.32216,38.63504
0.307201623,-89.04102,38.63504
0.307201623,-88.75988,38.63504
0.307201623,-88.47874,38.63504
0.307201623,-88.1976,38.63504
0.307201623,-87.91646,38.63504
0.307201623,-87.63532,38.63504
0.307201623,-87.35418,38.63504
0.307201623,-87.07304,38.63504
0.307201623,-86.7919,38.63504
0.307201623,-86.51076,38.63504
0.307201623,-86.22962,38.63504
0.307201623,-85.94848,38.63504
0.307201623,-85.66734,38.63504
0.307201623,-85.3862,38.63504
0.307201623,-85.10506,38.63504
0.307201623,-84.82392,38.63504
0.307201623,-84.54278,38.63504
0.307201623,-84.26164,38.63504
0.307201623,-83.9805,38.63504
0.307201623,-83.69936,38.63504
0.307201623,-83.41822,38.63504
0.307201623,-83.13708,38.63504
0.307201623,-82.85594,38.63504
0.307201623,-82.5748,38.63504
0.307201623,-82.29366,38.63504
0.307201623,-82.01252,38.63504
0.307201623,-81.73138,38.63504
0.307201623,-81.45024,38.63504
0.307201623,-81.1691,38.63504
0.307201623,-80.88796,38.63504
0.307201623,-80.60682,38.63504
0.307201623,-80.32568,38.63504
0.307201623,-80.04454,38.63504
0.307201623,-79.7634,38.63504
0.307201623,-79.48226,38.63504
0.307201623,-79.20112,38.63504
0.307201623,-78.91998,38.63504
0.307201623,-78.63884,38.63504
0.307201623,-78.3577,38.63504
0.307201623,-78.07656,38.63504
0.307201623,-77.79542,38.63504
0.393085766,-77.51428,38.63504
0.462310303,-77.23314,38.63504
0.135841383,-76.952,38.63504
0.037828637,-76.67086,38.63504
0.443306663,-91.29014,38.66772
0.565673601,-91.009,38.66772
0.443306663,-90.72786,38.66772
0.323319169,-90.44672,38.66772
0.307201623,-90.16558,38.66772
0.307201623,-89.88444,38.66772
0.307201623,-89.6033,38.66772
0.307201623,-89.32216,38.66772
0.307201623,-89.04102,38.66772
0.307201623,-88.75988,38.66772
0.307201623,-88.47874,38.66772
0.307201623,-88.1976,38.66772
0.307201623,-87.91646,38.66772
0.307201623,-87.63532,38.66772
0.307201623,-87.35418,38.66772
0.307201623,-87.07304,38.66772
0.307201623,-86.7919,38.66772
0.307201623,-86.51076,38.66772
0.307201623,-86.22962,38.66772
0.307201623,-85.94848,38.66772
0.307201623,-85.66734,38.66772
0.307201623,-85.3862,38.66772
0.307201623,-85.10506,38.66772
0.307201623,-84.82392,38.66772
0.307201623,-84.54278,38.66772
0.307201623,-84.26164,38.66772
0.307201623,-83.9805,38.66772
0.307201623,-83.69936,38.66772
0.307201623,-83.41822,38.66772
0.307201623,-83.13708,38.66772
0.307201623,-82.85594,38.66772
0.307201623,-82.5748,38.66772
0.307201623,-82.29366,38.66772
0.307201623,-82.01252,38.66772
0.307201623,-81.73138,38.66772
0.307201623,-81.45024,38.66772
0.307201623,-81.1691,38.66772
0.307201623,-80.88796,38.66772
0.307201623,-80.60682,38.66772
0.307201623,-80.32568,38.66772
0.307201623,-80.04454,38.66772
0.307201623,-79.7634,38.66772
0.307201623,-79.48226,38.66772
0.307201623,-79.20112,38.66772
0.307201623,-78.91998,38.66772
0.307201623,-78.63884,38.66772
0.307201623,-78.3577,38.66772
0.307201623,-78.07656,38.66772
0.307201623,-77.79542,38.66772
0.411115097,-77.51428,38.66772
0.498998635,-77.23314,38.66772
0.129143395,-76.952,38.66772
0.025402632,-76.67086,38.66772
0.434138191,-91.29014,38.7004
0.541887146,-91.009,38.7004
0.434138191,-90.72786,38.7004
0.321329531,-90.44672,38.7004
0.307201623,-90.16558,38.7004
0.307201623,-89.88444,38.7004
0.307201623,-89.6033,38.7004
0.307201623,-89.32216,38.7004
0.307201623,-89.04102,38.7004
0.307201623,-88.75988,38.7004
