var1.pred,long,lat
0.446360249,-95.78748,29.52534
0.444031517,-95.775,29.52534
0.442200129,-95.76252,29.52534
0.440883701,-95.75004,29.52534
0.440070742,-95.73756,29.52534
0.439721962,-95.72508,29.52534
0.436705603,-95.7126,29.52534
0.431229162,-95.70012,29.52534
0.422090783,-95.68764,29.52534
0.40869914,-95.67516,29.52534
0.391759354,-95.66268,29.52534
0.371646061,-95.6502,29.52534
0.348563373,-95.63772,29.52534
0.324665303,-95.62524,29.52534
0.301277755,-95.61276,29.52534
0.278790342,-95.60028,29.52534
0.257508849,-95.5878,29.52534
0.237727022,-95.57532,29.52534
0.21689092,-95.56284,29.52534
0.195045771,-95.55036,29.52534
0.176381942,-95.53788,29.52534
0.163974609,-95.5254,29.52534
0.158955797,-95.51292,29.52534
0.161707388,-95.50044,29.52534
0.172493086,-95.48796,29.52534
0.190213341,-95.47548,29.52534
0.211823655,-95.463,29.52534
0.236529935,-95.45052,29.52534
0.264318939,-95.43804,29.52534
0.294203356,-95.42556,29.52534
0.326366457,-95.41308,29.52534
0.35734366,-95.4006,29.52534
0.382324775,-95.38812,29.52534
0.401904087,-95.37564,29.52534
0.416920733,-95.36316,29.52534
0.427337581,-95.35068,29.52534
0.433674064,-95.3382,29.52534
0.435730824,-95.32572,29.52534
0.433218762,-95.31324,29.52534
0.425897545,-95.30076,29.52534
0.413526142,-95.28828,29.52534
0.395320596,-95.2758,29.52534
0.369560092,-95.26332,29.52534
0.338890157,-95.25084,29.52534
0.307472904,-95.23836,29.52534
0.277019173,-95.22588,29.52534
0.248300879,-95.2134,29.52534
0.222447628,-95.20092,29.52534
0.201456024,-95.18844,29.52534
0.186772074,-95.17596,29.52534
0.17916451,-95.16348,29.52534
0.18008006,-95.151,29.52534
0.191774727,-95.13852,29.52534
0.441000997,-95.78748,29.536
0.438281522,-95.775,29.536
0.436136658,-95.76252,29.536
0.435072054,-95.75004,29.536
0.434933248,-95.73756,29.536
0.432809023,-95.72508,29.536
0.427863903,-95.7126,29.536
0.421354434,-95.70012,29.536
0.410472741,-95.68764,29.536
0.395520694,-95.67516,29.536
0.377130047,-95.66268,29.536
0.354911815,-95.6502,29.536
0.33081696,-95.63772,29.536
0.306708935,-95.62524,29.536
0.282883719,-95.61276,29.536
0.259682634,-95.60028,29.536
0.237426382,-95.5878,29.536
0.213777503,-95.57532,29.536
0.186965092,-95.56284,29.536
0.161603326,-95.55036,29.536
0.141226867,-95.53788,29.536
0.128041014,-95.5254,29.536
0.122907941,-95.51292,29.536
0.12642534,-95.50044,29.536
0.137524552,-95.48796,29.536
0.154523498,-95.47548,29.536
0.177407118,-95.463,29.536
0.205279003,-95.45052,29.536
0.236676024,-95.43804,29.536
0.269795606,-95.42556,29.536
0.305617099,-95.41308,29.536
0.341419431,-95.4006,29.536
0.371562187,-95.38812,29.536
0.394180313,-95.37564,29.536
0.411114445,-95.36316,29.536
0.423530059,-95.35068,29.536
0.431997102,-95.3382,29.536
0.436252388,-95.32572,29.536
0.435845722,-95.31324,29.536
0.430376523,-95.30076,29.536
0.419268209,-95.28828,29.536
0.40225532,-95.2758,29.536
0.378485991,-95.26332,29.536
0.348325795,-95.25084,29.536
0.314531889,-95.23836,29.536
0.280233923,-95.22588,29.536
0.247895452,-95.2134,29.536
0.217832586,-95.20092,29.536
0.193228552,-95.18844,29.536
0.176213998,-95.17596,29.536
0.16713047,-95.16348,29.536
0.109473405,-95.151,29.536
0.18027423,-95.13852,29.536
0.435324719,-95.78748,29.54666
0.432172068,-95.775,29.54666
0.430200719,-95.76252,29.54666
0.429790492,-95.75004,29.54666
0.42887402,-95.73756,29.54666
0.424928314,-95.72508,29.54666
0.419699735,-95.7126,29.54666
0.412515209,-95.70012,29.54666
0.400650327,-95.68764,29.54666
0.384862149,-95.67516,29.54666
0.365104211,-95.66268,29.54666
0.341924118,-95.6502,29.54666
0.318091609,-95.63772,29.54666
0.293824906,-95.62524,29.54666
0.269388066,-95.61276,29.54666
0.245199569,-95.60028,29.54666
0.220070798,-95.5878,29.54666
0.189981149,-95.57532,29.54666
0.159191052,-95.56284,29.54666
0.132610879,-95.55036,29.54666
0.111865893,-95.53788,29.54666
0.098356319,-95.5254,29.54666
0.09346115,-95.51292,29.54666
0.096529011,-95.50044,29.54666
0.106675138,-95.48796,29.54666
0.123977008,-95.47548,29.54666
0.148485439,-95.463,29.54666
0.177963213,-95.45052,29.54666
0.211489674,-95.43804,29.54666
0.248144571,-95.42556,29.54666
0.288077145,-95.41308,29.54666
0.327969388,-95.4006,29.54666
0.362980542,-95.38812,29.54666
0.390610973,-95.37564,29.54666
0.409416122,-95.36316,29.54666
0.423180679,-95.35068,29.54666
0.433674837,-95.3382,29.54666
0.44041423,-95.32572,29.54666
0.442221197,-95.31324,29.54666
0.438575796,-95.30076,29.54666
0.429003894,-95.28828,29.54666
0.412800616,-95.2758,29.54666
0.390172747,-95.26332,29.54666
0.360107432,-95.25084,29.54666
0.325301323,-95.23836,29.54666
0.286792001,-95.22588,29.54666
0.249320257,-95.2134,29.54666
0.215924049,-95.20092,29.54666
0.187650385,-95.18844,29.54666
0.169336223,-95.17596,29.54666
0.16144926,-95.16348,29.54666
0.163494609,-95.151,29.54666
0.176522136,-95.13852,29.54666
0.429397344,-95.78748,29.55732
0.425869268,-95.775,29.55732
0.424769166,-95.76252,29.55732
0.424655866,-95.75004,29.55732
0.421961476,-95.73756,29.55732
0.418015608,-95.72508,29.55732
0.412896798,-95.7126,29.55732
0.405591859,-95.70012,29.55732
0.393409971,-95.68764,29.55732
0.37707604,-95.67516,29.55732
0.356270411,-95.66268,29.55732
0.333668272,-95.6502,29.55732
0.310043563,-95.63772,29.55732
0.285628744,-95.62524,29.55732
0.260562741,-95.61276,29.55732
0.234746971,-95.60028,29.55732
0.203729135,-95.5878,29.55732
0.168615301,-95.57532,29.55732
0.13636089,-95.56284,29.55732
0.109335809,-95.55036,29.55732
0.088518974,-95.53788,29.55732
0.074874389,-95.5254,29.55732
0.069120721,-95.51292,29.55732
0.070756717,-95.50044,29.55732
0.081031551,-95.48796,29.55732
0.099271265,-95.47548,29.55732
0.124321293,-95.463,29.55732
0.155097419,-95.45052,29.55732
0.190273297,-95.43804,29.55732
0.230040702,-95.42556,29.55732
0.273798359,-95.41308,29.55732
0.316798398,-95.4006,29.55732
0.356128995,-95.38812,29.55732
0.388325761,-95.37564,29.55732
0.411546894,-95.36316,29.55732
0.427473813,-95.35068,29.55732
0.439054902,-95.3382,29.55732
0.447790517,-95.32572,29.55732
0.452121177,-95.31324,29.55732
0.450712439,-95.30076,29.55732
0.442681523,-95.28828,29.55732
0.427156483,-95.2758,29.55732
0.40354672,-95.26332,29.55732
0.372126064,-95.25084,29.55732
0.335414059,-95.23836,29.55732
0.293508153,-95.22588,29.55732
0.249914317,-95.2134,29.55732
0.210552566,-95.20092,29.55732
0.180009639,-95.18844,29.55732
0.1615752,-95.17596,29.55732
0.157446154,-95.16348,29.55732
0.164063191,-95.151,29.55732
0.178471522,-95.13852,29.55732
0.423294511,-95.78748,29.56798
0.420235351,-95.775,29.56798
0.419751645,-95.76252,29.56798
0.418629302,-95.75004,29.56798
0.416027923,-95.73756,29.56798
0.412347272,-95.72508,29.56798
0.408123488,-95.7126,29.56798
0.401064553,-95.70012,29.56798
0.388866622,-95.68764,29.56798
0.371816839,-95.67516,29.56798
0.35150044,-95.66268,29.56798
0.32979813,-95.6502,29.56798
0.30660442,-95.63772,29.56798
0.28197379,-95.62524,29.56798
0.256172706,-95.61276,29.56798
0.226480392,-95.60028,29.56798
0.189648783,-95.5878,29.56798
0.152886076,-95.57532,29.56798
0.120553263,-95.56284,29.56798
0.093686098,-95.55036,29.56798
0.072945833,-95.53788,29.56798
0.058679459,-95.5254,29.56798
0.050259425,-95.51292,29.56798
0.050367838,-95.50044,29.56798
0.058990067,-95.48796,29.56798
0.078510295,-95.47548,29.56798
0.105703299,-95.463,29.56798
0.137505215,-95.45052,29.56798
0.17348145,-95.43804,29.56798
0.215660267,-95.42556,29.56798
0.263001703,-95.41308,29.56798
0.309537212,-95.4006,29.56798
0.352421961,-95.38812,29.56798
0.389564665,-95.37564,29.56798
0.418085003,-95.36316,29.56798
0.43683183,-95.35068,29.56798
0.449686592,-95.3382,29.56798
0.459147574,-95.32572,29.56798
0.464667322,-95.31324,29.56798
0.463786821,-95.30076,29.56798
0.455673914,-95.28828,29.56798
0.439761482,-95.2758,29.56798
0.415965833,-95.26332,29.56798
0.383990915,-95.25084,29.56798
0.345290138,-95.23836,29.56798
0.301027203,-95.22588,29.56798
0.251198686,-95.2134,29.56798
0.203274319,-95.20092,29.56798
0.167485997,-95.18844,29.56798
0.151777175,-95.17596,29.56798
0.153474324,-95.16348,29.56798
